x_val,y_val,z_val
-0.27,11.96,-2.7513103
-0.99,7.01,-0.7218784
-0.53,7.12,0.53119355
2.83,9.47,0.3405087
2.64,9.23,-0.5720546
1.27,11.65,2.4516625
-0.19,7.08,-0.08172209
-1.76,7.01,-3.718355
-1.18,4.75,-2.1383946
4.37,10.65,1.1168685
-1.65,7.27,1.3756552
2.41,17.2,-1.56634
-7.08,18.81,-2.2609777
-5.09,13.38,1.6889231
-2.3,8.16,1.1441092
-4.25,6.09,0.10896278
-4.4,5.9,-1.334794
-3.53,10.19,-1.56634
-2.53,10.88,0.8036005
0.11,10.84,1.4982382
2.22,10.19,1.0760075
-0.04,8.73,1.4982382
-1.31,7.97,-1.1849703
-1.65,7.63,0.3405087
-1.65,6.09,1.0760075
-2.68,6.28,1.6480621
2.56,4.25,-0.46309182
-1.92,9.89,1.9885708
1.65,14.21,-3.5957718
-4.59,18.2,-0.42223078
-4.75,14.98,-5.134871
-2.98,9.77,-4.9850473
-0.5,9.7,0.19068487
-0.72,7.01,0.42223078
3.41,5.63,2.0294318
3.34,9.04,0.8036005
2.56,6.17,2.2609777
1.65,10.88,-0.42223078
0.72,8.62,-4.2495484
-3.53,11.56,2.7921712
2.6,12.95,4.862464
-3.91,18.58,-1.879608
-9.7,12.15,-3.3642259
-2.14,15.47,0.14982383
-3.98,4.48,-2.4516625
-4.48,1.33,-3.1463003
-2.34,-0.38,-1.3075534
-2.34,-0.38,-1.3075534
8.01,4.37,-1.920469
8.01,4.37,-1.920469
8.01,4.37,-1.920469
8.01,4.37,-1.920469
-4.18,3.26,-0.46309182
-4.18,3.26,-0.46309182
9.89,15.32,0.7627395
-4.99,8.47,-1.9885708
-3.53,13.67,-9.847511
-4.63,4.1,-6.891896
-4.86,13.18,-7.04172
-2.56,8.12,5.6660647
-2.79,8.01,-2.6423476
-1.73,10.08,-0.46309182
0.27,9.77,-2.1383946
-0.89,10.84,-0.7218784
-1.92,10.99,1.56634
-1.04,11.37,0.313268
1.23,13.21,-1.525479
-0.38,11.07,0.7627395
-0.99,9,-2.1792557
1.23,9.51,-6.3607025
-2.72,12.95,-1.1849703
-3.64,10.19,-3.214402
-3.53,8.92,-1.56634
-1.95,8.54,-1.4573772
-4.1,7.06,-0.88532263
-2.96,7.55,-0.84446156
-0.72,11.26,2.8330324
1.46,9.72,-0.14982383
0.34,7.89,-2.2201166
-0.57,8.58,0.7627395
-8.01,15.98,-3.9090397
-4.9,9.96,1.8387469
-0.46,4.37,-2.8330324
-0.11,10.76,-5.09401
-1.57,10.34,-3.9499009
-1.57,10.34,-3.9499009
-4.29,9.53,0.10896278
-1.27,9.92,-2.7513103
-1.84,9.28,-1.4165162
-1.57,9.53,-1.4165162
-0.8,9.66,-1.6889231
-0.65,10.42,-0.7218784
-0.65,10.23,-0.42223078
-0.11,9.81,-1.6480621
0.61,12.11,-0.0
-0.04,12.11,2.070293
-3.26,11.65,-5.434519
-3.11,10.31,-3.214402
-1.99,12.11,-1.2666923
-2.72,8.16,-2.4516625
-3.6,6.17,-2.070293
-4.33,5.48,-1.1168685
-4.71,7.5,1.7570249
6.21,18.5,6.510526
2.37,8.58,-2.7240696
-3.26,12.37,-4.5628166
-4.9,6.05,-1.3075534
-4.86,8.47,-4.140586
-4.4,9.19,-4.7126403
0.19,12.22,2.6014864
-1.53,9.53,-3.486809
-1.42,8.66,-2.5333846
-1.14,9.34,-2.8738933
-2.14,9.62,-1.6889231
-1.53,10.19,-1.7570249
-0.65,10.34,-1.0760075
-0.69,10.04,-1.2666923
-0.38,9.96,-0.9942854
0.99,11.54,-0.7627395
0.19,13.21,1.2258313
-2.87,10.73,0.92618364
-3.6,10.57,-3.9090397
-3.53,11.07,-1.56634
-2.26,10.61,-1.4165162
-1.33,8.16,-1.3756552
-2.98,6.21,-2.1383946
-4.18,6.51,-0.7627395
-2.83,8.85,2.6423476
-0.57,13.87,4.399372
1.18,9.81,2.1111538
-3.6,7.01,-2.9556155
-5.75,11.69,1.3756552
0.42,8.28,-4.1814466
-2.68,8.66,-4.399372
-4.4,10.99,-0.23154591
0.23,11.96,-0.10896278
-1.61,9,-3.255263
-1.33,8.81,-2.9556155
-2.22,9,-2.1792557
-1.99,9.89,-1.6480621
-0.19,10.69,-1.4982382
-0.34,9.92,-1.334794
-1.14,10.65,-0.46309182
-0.34,10.69,-0.29964766
0.27,11.22,-0.5720546
-1.88,10.53,0.61291564
-4.59,11.18,-0.50395286
-3.06,10.73,-1.1441092
-2.53,9.81,-2.2201166
-3.02,8.89,-1.4165162
-1.33,8.24,-0.8036005
-2.45,8.35,-1.0760075
-4.48,7.59,-0.38136974
-3.91,8.2,1.2666923
-1.42,11.11,2.9556155
3.11,10.08,0.19068487
1.42,8.77,0.3405087
-1.46,9.85,-1.7297841
-7.31,15.47,-0.10896278
-4.56,6.78,-0.42223078
-1.33,8.39,-4.862464
-1.8,10.46,-0.29964766
-1.69,9.89,-2.5333846
-1.18,9.89,-2.6832085
-1.92,9.81,-1.0351465
-1.27,9.62,-1.7978859
-1.18,9.66,-2.6423476
-1.33,10,-1.920469
-1.88,9.53,-2.1792557
-1.42,9.66,-2.3426998
-1.42,9.92,-1.4982382
-1.42,9.85,-1.56634
-1.42,9.85,-1.56634
-1.42,9.85,-1.56634
-0.91,10.34,-0.95342433
-1.38,10,0.50395286
-1.73,10.15,0.38136974
-2.18,10.65,-0.7218784
-3.06,10.61,-1.4982382
-1.33,9.53,-0.08172209
-1.14,8.35,-1.0760075
-3.15,8.35,-1.1849703
-3.6,8.31,-0.88532263
-3.15,8.2,0.313268
-2.6,9,0.9942854
2.96,13.57,1.920469
1.76,11.45,-1.1849703
-3.36,8.31,1.0760075
-1.73,8.2,-4.399372
-3.41,10.69,-2.3018389
-4.21,9.19,0.3405087
-1.61,9.7,-4.7943625
-1.95,9.3,-3.1054392
-1.12,11.35,1.3756552
-0.76,9.38,-2.4925237
-0.76,9.38,-2.4925237
-1.84,10.65,-0.10896278
-1.04,10.99,1.0351465
0,11.35,-0.08172209
-2.6,10.34,-0.9125633
-4.48,10.31,0.313268
-2.18,10.61,-2.3699405
-1.84,10.04,-1.334794
-2.3,8.54,-1.3756552
-2.64,6.24,-1.607201
-1.84,6.4,-1.2666923
-2.18,6.51,-0.0
0.57,6.02,2.5606253
3.87,4.99,1.1849703
-0.38,7.16,0.313268
0,10.38,1.3756552
-9.04,18.73,-0.7218784
0.65,17.77,-6.2789803
-9.15,13.14,-5.325556
1.12,12.98,2.3699405
-0.84,6.32,2.982856
1.69,1.88,0.84446156
2.11,2.68,0.61291564
-1.69,5.28,0.61291564
-0.15,8.05,0.6946377
1.33,9.62,2.6014864
1.92,18.35,-0.3405087
-6.93,19.5,1.7570249
-4.4,10.8,2.7240696
-5.56,6.93,-0.040861044
-4.33,3.3,-1.7570249
-1.69,1.76,-2.3018389
-0.95,5.79,-1.4165162
0.19,11.75,1.334794
7.01,11.14,4.7943625
0.19,5.52,3.486809
-0.23,-1.73,-0.84446156
-1.73,14.25,0.42223078
-1.88,19.53,-1.9477097
-4.99,16.44,-1.1168685
-4.94,10.23,-7.8180795
-0.42,8.66,1.879608
2.79,6.36,1.7570249
6.4,2.18,1.7570249
6.4,2.18,1.7570249
-0.19,5.28,0.84446156
-0.19,5.28,0.84446156
-3.87,13.38,-1.2258313
-1.53,9.47,1.2666923
-3.11,3.99,0.08172209
-3.11,3.99,0.08172209
-4.37,6.4,-1.2258313
-5.94,13.33,2.1111538
-0.3,13.67,4.2495484
0.99,11.11,0.95342433
3.17,8.69,-0.50395286
2.07,9.23,-1.1441092
-0.15,9.11,2.7649305
-5.86,5.33,2.3426998
-2.64,6.4,-0.9942854
1.46,5.67,-1.3756552
0,7.4,1.334794
0.04,13.33,0.92618364
-6.13,19.5,-3.568531
-3.26,18.09,-1.920469
-0.95,11.37,-6.782933
-1.61,6.4,-2.1792557
0.42,7.97,3.8273177
2.6,8.66,0.040861044
3.6,11.75,-0.9125633
0.34,11.18,-0.53119355
-1.73,9.92,-2.1111538
-1.76,8.24,-0.42223078
-0.72,8.77,1.3756552
-1.76,3.68,-0.9125633
0.84,7.97,-0.19068487
0.84,7.97,-0.19068487
1.12,3.68,-3.255263
2.96,15.85,-0.46309182
-5.43,14.71,-0.46309182
-5.43,14.71,-0.46309182
-1.84,8.28,0.38136974
-4.75,5.18,-0.08172209
-2.64,0.34,-1.4165162
-1.53,5.37,-1.4573772
-2.41,17.05,3.1463003
1.88,9.7,2.0294318
-0.42,5.22,2.7649305
0.89,0.04,-1.9477097
0.31,7.01,1.0351465
-3.95,18.2,-3.9090397
0.42,19.23,3.173541
-2.68,14.94,-11.182305
-4.29,10.34,-0.7627395
-0.61,9.34,0.84446156
4.18,3.72,1.1168685
7.59,3.99,1.5390993
-0.99,6.63,2.3699405
1.18,9.11,-3.9090397
-0.8,6.85,-1.3756552
2.6,13.44,1.4573772
-0.53,19.57,3.2961242
