x_val,y_val,z_val
2.98,8.01,-1.334794
2.98,8.01,-1.334794
0.76,9.04,-0.42223078
6.47,13.1,1.6480621
6.47,13.1,1.6480621
0.57,14.94,-1.0760075
-1.08,17.27,-0.5720546
4.48,14.33,-0.040861044
2.64,7.16,-2.7240696
-1.73,6.05,-1.1849703
-3.21,3.34,-1.7297841
-1.65,2.87,0.38136974
6.74,6.55,6.5513873
18.66,17.77,9.234595
3.99,3.6,2.982856
3.87,15.66,0.23154591
-5.52,6.17,-3.0237172
-3.53,11.26,-3.1054392
0.8,12.6,-2.3426998
6.28,11.3,-1.4982382
6.02,6.51,-2.3426998
3.49,8.5,-1.0760075
0.76,8.81,-0.84446156
1.57,9.62,2.8738933
7.74,10.12,-1.3756552
7.63,11.92,-0.9125633
6.85,12.95,3.6774938
6.17,11.07,4.944186
-3.11,17.01,-7.246025
2.87,16.36,1.7297841
4.71,10.34,-1.4982382
-1.12,4.79,-1.56634
-1.8,5.05,-1.4165162
-3.87,3.6,-0.61291564
1.46,4.63,3.214402
13.72,9.53,7.6273947
14.06,14.9,6.973618
2.96,10.53,2.9147544
-1.57,8.77,-3.255263
-4.86,7.4,-2.7240696
-1.23,14.02,-2.7921712
3.6,12.3,-1.7978859
7.01,8.47,-1.0760075
4.82,7.21,-1.879608
2.41,8.35,-1.7978859
0.8,9,2.3699405
0.8,9,2.3699405
8.35,10.19,-3.7864566
8.35,10.19,-3.7864566
7.59,13.87,0.27240697
7.5,10.8,5.5571017
-2.34,17.08,-5.012288
0.38,15.89,1.3075534
6.55,11.96,-1.3075534
-0.15,5.43,-1.9885708
-2.98,4.75,-0.8036005
-2.75,2.96,-1.4165162
0.04,3.15,2.070293
12.87,10.38,8.281172
15.28,15.17,7.5456724
1.08,3.6,0.46309182
2.22,17.24,2.5333846
-5.18,5.86,-4.630918
-2.3,11.92,-3.3642259
2.34,12.72,-2.6832085
7.55,9.08,-1.7297841
5.28,6.78,-0.42223078
1.5,8.69,-1.1168685
0.8,9.77,-0.53119355
4.25,9.85,3.568531
6.93,10.84,-3.0237172
7.7,12.37,-0.42223078
7.27,11.14,4.8216033
4.67,11.37,2.152015
-2.72,18.01,-6.2108784
4.21,16.47,2.4516625
3.68,8.81,-2.1792557
-1.42,5.28,-1.4982382
-2.79,4.1,-1.334794
-1.84,2.98,-0.19068487
4.9,4.67,3.8273177
15.43,14.79,11.114203
6.51,11.84,6.4015636
5.43,13.18,0.6946377
-4.29,3.57,-4.7943625
-3.06,11.73,-1.4982382
-0.11,11.99,-1.1441092
5.6,11.92,-1.1441092
8.43,7.12,-2.1792557
4.37,7.7,-1.2258313
0.8,8.73,-2.070293
0.89,9.92,5.2165933
5.86,9.72,-1.3075534
8.5,11.37,-4.2904096
6.36,13.44,4.2904096
8.28,10.34,4.3312707
0.8,14.33,-1.0760075
-2.34,16.36,-2.6832085
5.24,15.55,0.8036005
1.57,6.09,-2.5333846
-3.02,4.79,-0.5720546
-2.68,3.72,-1.8387469
0.11,3.41,1.4982382
9.85,6.4,6.701211
17.08,17.67,9.847511
3.45,5.24,2.2201166
3.45,5.24,2.2201166
-6.13,7.27,-2.9147544
-3.95,12.6,-3.636633
1.99,11.37,-2.2609777
8.24,11.03,-1.0351465
5.24,6.21,-1.1441092
1.69,8.39,-2.2609777
0.76,9.77,2.4108016
3.49,10.04,1.3756552
6.89,9.81,-4.2495484
7.82,12.95,0.38136974
7.27,12.34,4.5628166
5.63,10.61,3.6774938
-2.75,17.5,-7.273266
2.18,15.89,2.3699405
4.99,10.99,-1.4165162
-0.34,5.6,-1.920469
-2.98,4.9,-1.1441092
-3.06,2.79,-0.7218784
3.15,3.41,3.5276701
13.8,10.27,8.894087
11.96,14.41,8.19945
1.33,6.02,2.7921712
2.18,14.37,-0.14982383
-4.37,6.7,-3.9090397
-1.8,12.11,-3.718355
4.33,12.07,-2.4925237
6.36,9.53,-0.19068487
3.87,7.12,-1.9885708
2.76,8.62,-1.525479
1.08,8.85,2.0294318
2.98,9.85,0.8036005
7.59,10.65,-2.070293
8.24,12.79,-0.95342433
5.94,11.37,5.053149
7.46,9.7,2.4108016
-2.45,18.12,-6.973618
1.84,15.94,2.982856
3.76,11.69,-0.53119355
-0.23,5.28,-2.070293
-3.02,5.01,-2.1111538
-3.26,3.3,-1.1168685
2.96,4.18,2.8330324
2.96,4.18,2.8330324
8.85,12.3,6.5513873
8.85,12.3,6.5513873
4.52,14.56,-1.2258313
-6.09,4.9,-3.5276701
-3.91,13.02,-3.336985
0.5,11.45,-1.1849703
7.27,10.88,-1.6889231
6.74,6.32,-2.3699405
3.26,8.28,-0.19068487
0.46,9.53,-1.3075534
0.46,10.57,2.6832085
8.43,11.11,-1.607201
9.85,12.72,-0.23154591
7.5,11.6,4.5628166
2.18,13.48,0.6537767
-2.45,17.86,-4.372132
4.02,15.4,1.56634
3.87,8.54,-2.7240696
-2.18,4.14,-1.56634
-2.87,3.26,-2.3018389
-3.3,3.34,-0.42223078
5.24,5.37,5.829509
18.73,16.04,10.460427
6.21,5.09,5.012288
2.91,13.02,0.23154591
-4.14,8.77,-1.4165162
-4.71,10.88,-4.2495484
-0.08,12.18,-3.173541
6.44,12.41,-2.1792557
6.74,6.28,-1.3756552
3.95,7.55,-1.2258313
1.31,9.51,-1.2258313
1.5,9.58,3.255263
6.66,10.34,-1.4573772
8.85,10.23,-2.3018389
5.22,14.1,3.1054392
7.16,10.04,3.9499009
-0.99,17.5,-5.5571017
-0.23,16.74,1.8387469
5.13,12.91,-0.6946377
0.31,5.52,-2.7513103
-2.96,4.37,-1.3756552
-3.3,3.99,-2.070293
0.38,3.06,1.6889231
11.6,7.78,8.430995
15.02,16.51,9.956474
1.18,3.57,1.8387469
2.64,17.27,0.7627395
-4.4,5.83,-4.2086873
-1.92,11.45,-3.9090397
3.02,13.02,-2.4108016
6.89,8.92,-0.14982383
3.72,6.97,-0.42223078
0.53,8.47,-2.1792557
1.18,9.19,3.336985
5.13,9.96,-0.6946377
8.92,10.99,-2.3699405
8.01,13.02,0.42223078
6.63,10.27,4.944186
-0.38,16.78,-3.336985
-0.46,16.93,1.9885708
4.14,13.21,-0.61291564
1.18,6.82,-3.1054392
-2.34,4.52,-1.607201
-4.14,3.68,-2.1792557
-0.99,2.98,1.7570249
10.42,7.63,8.19945
16.51,17.43,9.084772
3.11,1.42,1.2258313
1.57,16.78,2.9556155
-4.48,8.12,-4.862464
-2.3,10.76,-3.8681788
2.15,13.21,-2.1792557
6.78,9.92,-0.9942854
4.29,7.08,-0.9942854
1.12,8.92,-1.4982382
1.12,8.92,-1.4982382
4.48,10.27,0.7627395
8.43,11.26,-2.4108016
6.55,13.33,1.4982382
7.7,9.66,5.012288
1.23,15.64,-2.3699405
-1.18,16.63,-1.4165162
4.94,14.67,0.6537767
1.04,6.89,-2.4925237
-2.3,4.56,-1.2666923
-3.15,3.45,-1.525479
-0.27,3.3,1.334794
10.61,6.82,5.6660647
15.28,17.43,10.991621
2.83,6.05,3.718355
2.11,12.83,-1.3756552
-4.06,7.44,-3.9499009
-2.3,12.15,-3.5957718
2.72,12.22,-2.1111538
5.67,9.38,-0.27240697
4.29,7.06,-2.1383946
2.49,8.43,-1.9885708
1.46,9.38,1.9477097
3.11,9.72,1.334794
6.28,10.46,-3.255263
8.58,12.45,0.53119355
6.78,12.3,4.7126403
4.94,10.76,2.7921712
-2.37,17.01,-6.510526
2.79,15.85,2.6832085
4.63,10.42,-1.3756552
-1.04,5.94,-1.9885708
-2.91,4.71,-1.1441092
-2.91,3.3,-0.8036005
3.06,4.02,3.336985
15.17,12.11,9.384419
9.92,11.5,6.5922484
0.27,8.47,1.0760075
2.83,12.76,0.92618364
-3.87,7.93,-3.7864566
-2.14,11.92,-3.5276701
3.15,12.98,-2.1792557
6.02,9.15,-0.08172209
4.99,6.51,-1.7570249
2.49,8.5,-0.95342433
0.8,9.77,1.1168685
2.45,10.27,0.95342433
7.97,10.65,-2.6014864
8.16,12.49,0.5720546
6.85,11.6,4.5628166
2.79,12.76,0.7218784
-2.87,17.54,-4.944186
3.38,15.09,1.8387469
4.4,8.92,-2.2201166
-1.5,5.56,-1.3756552
-3.02,4.9,-1.2666923
-2.68,3.21,0.10896278
4.14,4.29,3.486809
15.94,12.98,9.466142
9.92,9.38,5.2165933
0.27,9.34,1.3075534
0.99,14.56,0.6946377
-4.59,6.89,-4.2086873
-1.12,13.21,-4.440233
5.22,12.45,-2.3018389
5.6,7.59,0.95342433
3.64,7.63,-1.9477097
2.26,8.43,-1.4165162
2.6,9.43,3.9499009
4.75,9.11,-1.1168685
7.82,11.3,-3.445948
7.86,12.83,3.445948
7.93,10.65,4.671779
-0.84,16.93,-4.5219555
-0.57,17.31,2.1111538
5.33,13.57,-0.50395286
1.54,6.36,-2.7513103
-3.68,4.86,-1.2666923
-3.49,3.72,-2.1111538
-0.5,2.91,1.6889231
9.11,6.63,7.668256
16.47,17.69,10.841797
3.41,2.07,0.50395286
1.5,15.47,2.6832085
-4.79,9.51,-4.7126403
-2.56,10.73,-4.2904096
2.68,12.87,-3.2961242
5.86,9.85,-1.9885708
4.67,6.44,-0.14982383
2.45,8.73,-0.88532263
1.38,9,0.38136974
2.68,10.23,1.0351465
8.43,10.27,-1.607201
8.05,12.95,-0.46309182
6.74,12.22,5.938472
4.1,11.37,0.9942854
-2.87,17.77,-4.440233
3.57,16.25,1.4982382
3.79,8.69,-2.2609777
3.79,8.69,-2.2609777
-1.88,4.37,-1.0351465
-3.26,4.21,-2.1383946
-2.3,3.17,0.7218784
9.96,7.63,7.205164
15.6,17.27,9.343558
2.34,4.4,1.9477097
4.18,16.89,0.42223078
-5.98,4.44,-2.7513103
-3.45,11.99,-5.012288
1.84,12.72,-2.1792557
6.59,10.69,-0.38136974
5.33,6.4,-2.0294318
3.49,8.16,-1.4165162
0.84,9.34,-0.9942854
1.95,9.81,4.099725
6.85,10.23,-3.0237172
8.62,13.4,-1.0351465
8.62,13.4,-1.0351465
4.67,10.99,3.6774938
-3.06,16.82,-5.706926
1.76,15.02,1.56634
4.94,10.8,-1.6889231
-1.04,5.75,-1.56634
-2.87,4.02,-1.2666923
-2.96,3.11,-0.8036005
2.26,3.53,3.173541
15.43,12.53,10.079058
11.35,12.07,6.851035
-0.5,4.71,-1.3756552
1.65,15.6,2.5333846
-3.41,8.62,-2.7921712
-0.65,10.23,-4.9850473
4.18,12.3,-2.4516625
4.86,8.69,1.2666923
3.79,7.46,-2.1111538
2.34,8.73,-1.3075534
0.93,9,1.6480621
2.96,9.96,0.23154591
7.46,10.69,-2.982856
7.67,12.64,1.1849703
7.16,12.18,2.982856
4.71,10.57,3.5276701
-3.41,17.08,-6.891896
2.41,15.66,3.0237172
4.6,10.65,-1.607201
-0.65,5.67,-1.607201
-2.83,4.25,-1.2258313
-2.83,3.02,-0.7627395
2.68,4.06,3.0237172
15.28,11.92,9.765789
11.3,11.99,6.66035
0.34,5.79,-0.14982383
2.68,15.51,2.3426998
-4.63,7.4,-3.405087
-2.49,12.37,-4.671779
3.02,12.45,-2.7240696
5.94,9.58,-0.9125633
4.48,6.21,-1.1441092
2.03,8.62,-1.3756552
1.69,9.81,3.336985
3.17,9.81,-0.08172209
7.16,10.19,-3.7864566
8.08,13.21,1.4165162
7.21,11.14,4.399372
2.96,12.87,1.334794
-2.68,17.82,-4.399372
3.06,16.28,2.152015
3.79,8.43,-2.6832085
-1.42,5.09,-1.56634
-3.17,3.49,-1.7570249
-2.56,3.15,-0.42223078
4.29,5.52,5.012288
16.82,14.37,10.460427
7.89,7.16,6.1291566
1.14,10.88,-0.42223078
0.31,12.87,2.1111538
-4.82,7.08,-4.372132
-1.8,13.21,-4.7535014
4.18,12.91,-2.1792557
7.16,7.5,0.040861044
4.18,7.12,-1.1441092
1.88,9.08,-1.0351465
0.42,9.53,2.152015
4.06,10.46,0.8036005
9.15,9.81,-3.214402
6.36,12.72,2.070293
7.86,10.84,5.175732
1.33,15.09,-2.1111538
-0.91,17.08,-1.0760075
4.71,15.21,1.0760075
1.54,7.12,-3.0237172
-2.22,4.6,-1.0760075
-3.34,3.95,-2.3699405
-2.41,3.21,0.040861044
7.25,6.05,6.701211
18.2,17.92,10.800936
3.26,2.26,3.5957718
4.25,16.7,0.42223078
-5.05,7.21,-2.1792557
-3.87,10.04,-3.9090397
1.46,12.49,-3.2961242
7.44,11.73,-0.6946377
5.37,6.36,-0.8036005
2.72,7.67,-1.4165162
0.38,9.28,-1.1441092
3.17,9.85,4.630918
6.7,10.31,-3.718355
8.73,12.34,-0.040861044
7.01,12.64,4.2086873
5.9,10.69,3.5957718
-2.41,18.09,-7.014479
1.88,16.82,3.1463003
5.28,10.42,-1.6889231
-1.12,5.67,-1.9477097
-3.06,4.44,-1.6889231
-3.45,2.15,-1.4982382
2.03,3.06,2.9556155
14.94,11.75,11.073342
11.03,13.06,7.5865335
1.42,5.37,1.9885708
2.76,14.41,-1.1441092
-5.63,8.5,-2.3699405
-2.18,11.54,-3.718355
6.78,13.4,-2.5333846
5.22,6.36,0.08172209
